epoch, wall, LR,training_loss_force_constant,training_loss_e,training_loss,training_f_mae,training_e/N_mae,training_force_constant_mae,validation_loss_force_constant,validation_loss_e,validation_loss,validation_f_mae,validation_e/N_mae,validation_force_constant_mae
      1286, 40442.286,    0.005,           156.15,          0.63104,           156.78,       0.0885,        0.654,          156,           276.62,         0.038527,           276.66,         0.22,        0.182,          277
      1287, 40474.009,    0.005,           148.99,           2.0897,           151.08,       0.0873,         1.17,          149,           277.37,         0.050452,           277.42,        0.219,        0.199,          277
      1288, 40505.425,    0.005,            144.9,           2.2975,           147.19,       0.0837,         1.23,          145,           278.07,          0.04266,           278.12,        0.217,        0.189,          278
      1289, 40536.895,    0.005,           144.39,          0.97645,           145.37,       0.0855,        0.809,          144,           278.72,         0.039245,           278.76,        0.216,        0.175,          279
      1290, 40568.271,    0.005,           161.71,           1.5856,           163.29,       0.0868,         1.06,          162,           280.47,         0.015378,           280.49,        0.215,        0.114,          280
      1291, 40599.705,    0.005,           155.97,           1.3178,           157.29,       0.0877,         0.94,          156,           278.56,         0.022912,           278.59,         0.21,        0.137,          279
      1292, 40631.153,    0.005,           138.84,          0.61616,           139.46,       0.0798,        0.598,          139,           279.41,          0.01704,           279.43,        0.213,        0.111,          279
      1293, 40662.551,    0.005,           144.48,          0.41759,            144.9,       0.0766,        0.437,          144,           279.65,         0.010716,           279.66,        0.208,       0.0813,          280
      1294, 40693.951,    0.005,           147.57,           5.8313,            153.4,       0.0823,         1.77,          148,           277.51,         0.013586,           277.52,        0.208,        0.102,          278
      1295, 40725.357,    0.005,           142.35,           6.9693,           149.32,       0.0851,         2.32,          142,           276.47,         0.018161,           276.48,        0.208,         0.12,          276
      1296, 40756.892,    0.005,           135.15,           1.4992,           136.64,       0.0936,        0.916,          135,           276.26,         0.012263,           276.27,         0.21,       0.0927,          276
      1297, 40788.260,    0.005,           127.51,          0.42107,           127.93,       0.0834,        0.561,          128,           276.61,         0.018555,           276.63,         0.21,        0.115,          277
      1298, 40819.607,    0.005,           122.08,          0.15207,           122.23,       0.0843,        0.321,          122,           276.55,         0.013703,           276.56,        0.212,       0.0855,          277
      1299, 40851.316,    0.005,           133.58,          0.85202,           134.43,       0.0919,          0.7,          134,           276.76,        0.0077922,           276.77,        0.215,       0.0732,          277
      1300, 40882.620,    0.005,           136.17,           1.4721,           137.64,        0.086,         0.86,          136,           275.88,         0.014641,           275.89,        0.217,        0.106,          276
      1301, 40914.018,    0.005,           131.37,          0.59807,           131.97,       0.0924,        0.572,          131,           277.19,         0.011479,            277.2,        0.215,       0.0903,          277
      1302, 40945.639,    0.005,           142.92,           1.0327,           143.95,       0.0886,         0.85,          143,           277.91,         0.017505,           277.92,        0.216,        0.123,          278
      1303, 40977.087,    0.005,           134.21,          0.57669,           134.79,       0.0804,        0.622,          134,           277.76,         0.030196,           277.79,        0.214,        0.164,          278
      1304, 41008.372,    0.005,           132.21,          0.27951,           132.49,       0.0916,        0.434,          132,           279.67,         0.035418,           279.71,        0.218,        0.162,          280
      1305, 41039.651,    0.005,           153.74,          0.41038,           154.15,       0.0796,        0.484,          154,           279.85,         0.033951,           279.89,        0.221,        0.158,          280
      1306, 41070.972,    0.005,           131.15,          0.66083,           131.81,       0.0818,        0.599,          131,           278.95,         0.026475,           278.97,        0.217,        0.143,          279
      1307, 41102.348,    0.005,           133.03,           1.6188,           134.64,       0.0908,        0.971,          133,           277.88,         0.024593,            277.9,        0.214,        0.142,          278
      1308, 41133.707,    0.005,           132.54,           1.0588,            133.6,       0.0803,        0.876,          133,           278.11,          0.02414,           278.13,        0.213,        0.139,          278
      1309, 41165.056,    0.005,           135.81,           0.6836,           136.49,       0.0916,        0.675,          136,           277.13,         0.031852,           277.16,        0.213,        0.165,          277
      1310, 41196.405,    0.005,           140.64,          0.24166,           140.88,       0.0849,        0.345,          141,           277.62,         0.025475,           277.65,        0.214,        0.137,          278
      1311, 41227.903,    0.005,           130.05,          0.30098,           130.35,       0.0875,        0.465,          130,           277.24,         0.031859,           277.27,        0.214,        0.167,          277
      1312, 41259.535,    0.005,            134.2,          0.34705,           134.55,       0.0828,        0.479,          134,           277.63,          0.04313,           277.68,        0.217,        0.187,          278
      1313, 41290.948,    0.005,           130.26,           2.0931,           132.35,         0.08,         1.09,          130,           277.53,         0.052142,           277.58,        0.218,        0.216,          278
      1314, 41322.771,    0.005,           131.05,           4.9845,           136.04,       0.0814,          1.7,          131,           278.03,         0.064503,            278.1,        0.216,        0.233,          278
      1315, 41354.285,    0.005,            137.7,           4.2295,           141.93,       0.0782,         1.65,          138,           278.13,         0.033133,           278.16,         0.21,         0.17,          278
      1316, 41385.612,    0.005,           151.86,          0.79499,           152.65,       0.0858,         0.68,          152,            277.2,         0.025566,           277.22,        0.211,        0.141,          277
      1317, 41417.088,    0.005,           130.72,           1.5153,           132.24,       0.0888,        0.802,          131,           277.42,         0.059163,           277.48,        0.209,        0.214,          277
      1318, 41448.376,    0.005,           132.86,           29.941,            162.8,        0.081,            4,          133,            278.6,          0.38097,           278.98,        0.207,        0.533,          279
      1319, 41479.649,    0.005,            143.4,           17.713,           161.11,        0.082,         3.24,          143,           279.09,          0.38322,           279.47,        0.207,        0.534,          279
      1320, 41511.024,    0.005,           141.43,           30.446,           171.87,       0.0883,         4.42,          141,           278.48,          0.26526,           278.74,        0.206,        0.465,          278
      1321, 41542.904,    0.005,              133,           6.7155,           139.72,       0.0844,         2.17,          133,           278.38,          0.23838,           278.62,          0.2,        0.425,          278
      1322, 41574.933,    0.005,           136.15,           1.5423,            137.7,       0.0815,        0.964,          136,            278.7,          0.12043,           278.82,        0.203,        0.312,          279
      1323, 41606.984,    0.005,           152.86,           1.1202,           153.98,       0.0781,        0.847,          153,           279.22,          0.16067,           279.38,        0.203,        0.327,          279
      1324, 41639.090,    0.005,           144.22,           6.4051,           150.62,       0.0862,            2,          144,           279.18,           0.1652,           279.34,        0.209,        0.338,          279
      1325, 41671.388,    0.005,           136.19,           5.7459,           141.94,       0.0852,         1.91,          136,           280.88,          0.15056,           281.03,        0.213,        0.344,          281
      1326, 41703.550,    0.005,           147.44,           4.4883,           151.92,       0.0872,         1.75,          147,           278.75,          0.13977,           278.89,        0.211,        0.325,          279
      1327, 41735.189,    0.005,           136.91,          0.66533,           137.58,        0.078,        0.595,          137,           279.21,         0.092418,            279.3,         0.21,        0.276,          279
      1328, 41766.604,    0.005,           131.25,          0.17594,           131.43,       0.0896,        0.321,          131,           279.71,         0.055588,           279.77,        0.212,        0.216,          280
      1329, 41797.942,    0.005,           134.05,          0.14539,           134.19,       0.0843,        0.299,          134,           279.85,         0.043374,           279.89,        0.213,         0.19,          280
      1330, 41829.391,    0.005,           141.65,          0.26477,           141.91,       0.0808,        0.431,          142,              278,         0.023578,           278.02,        0.213,        0.139,          278
      1331, 41861.557,    0.005,           145.43,          0.95499,           146.38,       0.0816,        0.759,          145,            277.4,         0.029582,           277.43,        0.213,        0.134,          277
      1332, 41893.439,    0.005,           136.53,           1.0632,           137.59,       0.0824,        0.824,          137,           276.03,         0.016027,           276.05,        0.211,        0.108,          276
      1333, 41924.800,    0.005,           132.12,           1.2837,           133.41,       0.0866,        0.846,          132,            275.7,         0.015165,           275.72,        0.211,        0.116,          276
      1334, 41956.491,    0.005,           129.79,          0.45834,           130.25,       0.0832,        0.537,          130,           276.79,         0.017424,           276.81,        0.212,        0.123,          277
      1335, 41987.926,    0.005,           135.63,          0.40495,           136.04,        0.081,        0.472,          136,           277.29,         0.021571,           277.31,        0.211,        0.137,          277
      1336, 42019.459,    0.005,           148.58,           0.6494,           149.23,       0.0831,         0.67,          149,           278.85,         0.027995,           278.88,        0.211,        0.154,          279
      1337, 42051.193,    0.005,           142.32,          0.28359,           142.61,         0.09,        0.378,          142,           278.17,         0.024246,            278.2,        0.212,        0.137,          278
      1338, 42082.783,    0.005,           139.81,          0.38492,           140.19,       0.0776,         0.53,          140,           278.21,         0.023435,           278.24,        0.212,        0.123,          278
      1339, 42114.173,    0.005,           129.66,          0.83277,           130.49,       0.0799,        0.644,          130,           278.26,         0.034612,            278.3,        0.211,        0.152,          278
      1340, 42145.950,    0.005,           126.25,          0.84638,           127.09,       0.0857,        0.764,          126,           278.17,         0.049446,           278.22,        0.214,        0.184,          278
      1341, 42177.724,    0.005,           126.79,           1.4054,            128.2,       0.0857,          0.9,          127,           279.82,         0.024091,           279.84,        0.213,         0.15,          280
      1342, 42209.859,    0.005,           139.36,          0.77527,           140.13,       0.0859,        0.628,          139,           281.39,         0.024739,           281.42,        0.215,        0.143,          281
      1343, 42241.952,    0.005,              138,           0.6681,           138.66,       0.0929,        0.693,          138,            284.4,         0.037495,           284.44,        0.217,         0.18,          284
      1344, 42273.511,    0.005,           131.07,          0.36504,           131.43,       0.0768,        0.486,          131,           281.97,         0.035592,           282.01,        0.216,        0.172,          282
      1345, 42304.921,    0.005,           131.86,          0.18633,           132.04,       0.0795,        0.307,          132,           279.62,         0.031862,           279.65,        0.214,        0.153,          280
      1346, 42336.311,    0.005,           129.43,           0.2357,           129.67,       0.0834,        0.324,          129,           278.11,         0.030743,           278.14,        0.211,        0.168,          278
      1347, 42367.823,    0.005,           134.84,           1.2877,           136.13,       0.0787,        0.771,          135,              282,         0.022065,           282.02,        0.214,        0.148,          282
      1348, 42399.546,    0.005,           128.24,           1.2869,           129.53,       0.0802,        0.884,          128,           281.24,         0.076383,           281.31,        0.218,        0.251,          281
      1349, 42430.909,    0.005,           132.56,           4.0562,           136.62,       0.0797,         1.54,          133,           278.95,         0.066137,           279.02,        0.213,        0.227,          279
      1350, 42462.297,    0.005,           132.02,           5.0856,            137.1,       0.0844,         1.79,          132,            278.1,         0.034206,           278.13,        0.214,         0.16,          278
      1351, 42493.703,    0.005,           132.36,           11.331,           143.69,       0.0777,          2.8,          132,           278.84,         0.093543,           278.93,        0.212,        0.243,          279
      1352, 42525.798,    0.005,           140.72,           5.6799,            146.4,       0.0756,         1.98,          141,           278.26,          0.06542,           278.33,        0.212,         0.22,          278
      1353, 42557.160,    0.005,           136.75,           4.5945,           141.35,        0.088,         1.69,          137,           277.59,         0.067038,           277.66,        0.212,        0.231,          278
      1354, 42588.517,    0.005,           126.02,          0.64128,           126.66,       0.0795,         0.62,          126,           277.63,         0.033085,           277.66,        0.212,        0.154,          278
      1355, 42620.337,    0.005,           125.34,          0.64538,           125.99,       0.0785,         0.66,          125,           277.47,         0.011027,           277.48,        0.212,       0.0892,          277
      1356, 42652.029,    0.005,           124.29,          0.68894,           124.98,       0.0847,        0.542,          124,           276.97,         0.031922,              277,        0.214,        0.149,          277
      1357, 42684.080,    0.005,           149.21,           1.0226,           150.23,       0.0856,        0.796,          149,           278.17,         0.035882,            278.2,        0.214,        0.153,          278
      1358, 42715.421,    0.005,           147.63,           3.4002,           151.03,       0.0858,         1.17,          148,           277.81,         0.028348,           277.84,        0.214,        0.147,          278
      1359, 42746.779,    0.005,           130.98,           0.4307,           131.41,       0.0857,        0.533,          131,           277.47,         0.034379,           277.51,        0.215,        0.164,          277
      1360, 42778.629,    0.005,           140.83,          0.47382,            141.3,       0.0888,        0.528,          141,           277.28,         0.023371,            277.3,        0.214,        0.133,          277
      1361, 42810.515,    0.005,           137.37,          0.73853,           138.11,       0.0813,        0.671,          137,           276.31,         0.016868,           276.33,         0.21,        0.109,          276
      1362, 42841.865,    0.005,           143.31,          0.84082,           144.15,       0.0874,        0.608,          143,           277.36,         0.023772,           277.38,         0.21,        0.131,          277
      1363, 42873.483,    0.005,           142.87,           1.0213,           143.89,       0.0844,        0.808,          143,           277.34,         0.016934,           277.35,        0.208,        0.096,          277
      1364, 42904.813,    0.005,           136.62,           1.1815,            137.8,       0.0752,        0.858,          137,           278.82,         0.014787,           278.84,        0.206,       0.0907,          279
      1365, 42936.178,    0.005,           147.75,           1.9021,           149.65,       0.0827,         1.13,          148,            279.8,         0.026283,           279.83,        0.208,        0.138,          280
      1366, 42967.406,    0.005,           146.21,           1.6896,            147.9,       0.0847,         1.03,          146,           276.53,         0.027645,           276.56,        0.209,        0.146,          277
      1367, 42999.156,    0.005,           130.47,          0.27774,           130.75,       0.0805,        0.428,          130,           278.31,         0.023839,           278.33,        0.207,        0.135,          278
      1368, 43030.427,    0.005,           146.92,          0.26663,           147.19,       0.0803,        0.358,          147,           278.41,         0.015654,           278.43,        0.207,        0.111,          278
      1369, 43061.964,    0.005,           136.14,          0.29732,           136.44,        0.083,        0.439,          136,           280.05,         0.010659,           280.06,        0.207,       0.0915,          280
      1370, 43093.129,    0.005,           135.28,           1.0241,           136.31,       0.0843,        0.759,          135,           280.55,         0.023126,           280.57,        0.211,        0.113,          281
      1371, 43124.531,    0.005,           135.08,            1.833,           136.91,       0.0885,         1.03,          135,           280.51,         0.024645,           280.54,        0.213,        0.148,          281
      1372, 43155.747,    0.005,           139.54,           2.4757,           142.01,       0.0876,         1.19,          140,           278.75,         0.054274,           278.81,         0.21,        0.197,          279
      1373, 43187.389,    0.005,           136.08,            1.504,           137.58,       0.0798,        0.982,          136,           278.55,          0.06555,           278.62,        0.215,        0.216,          279
      1374, 43218.687,    0.005,           147.83,           1.2589,           149.09,       0.0807,        0.851,          148,           282.58,         0.059424,           282.64,        0.214,        0.203,          283
      1375, 43250.670,    0.005,           138.53,          0.83829,           139.37,       0.0817,        0.656,          139,           281.96,         0.038885,              282,        0.216,        0.154,          282
      1376, 43282.771,    0.005,           160.25,          0.31238,           160.56,       0.0873,        0.497,          160,           279.69,         0.037801,           279.73,        0.216,        0.152,          280
      1377, 43314.917,    0.005,           134.21,          0.14551,           134.35,       0.0843,        0.268,          134,           278.97,           0.0384,           279.01,        0.221,         0.17,          279
      1378, 43346.483,    0.005,            156.1,           0.4887,           156.59,       0.0796,        0.564,          156,            282.4,          0.03656,           282.43,        0.219,        0.168,          282
      1379, 43377.862,    0.005,           147.49,           0.9595,           148.44,       0.0839,        0.824,          147,           280.28,         0.029737,           280.31,        0.216,        0.153,          280
      1380, 43409.161,    0.005,           146.83,          0.35056,           147.18,       0.0837,        0.487,          147,           279.34,         0.033375,           279.38,        0.215,         0.17,          279
      1381, 43440.614,    0.005,           141.39,          0.56046,           141.95,        0.084,        0.606,          141,           278.83,         0.018943,           278.85,        0.215,        0.133,          279
      1382, 43471.950,    0.005,            142.2,          0.42528,           142.63,       0.0805,        0.545,          142,           277.08,         0.019212,            277.1,        0.214,        0.125,          277
      1383, 43503.688,    0.005,           140.04,           1.1704,           141.21,       0.0813,        0.876,          140,            277.9,         0.018088,           277.92,        0.215,        0.119,          278
      1384, 43535.666,    0.005,           125.48,            0.687,           126.16,       0.0869,        0.635,          125,           278.45,         0.010293,           278.46,        0.215,       0.0919,          278
      1385, 43567.719,    0.005,           131.13,          0.88501,           132.01,       0.0807,         0.75,          131,           278.32,         0.013227,           278.33,        0.215,          0.1,          278
      1386, 43599.093,    0.005,           136.03,          0.95788,           136.99,       0.0798,        0.791,          136,           278.97,         0.017391,           278.98,        0.216,        0.122,          279
      1387, 43630.487,    0.005,           146.87,          0.64165,           147.51,       0.0861,        0.672,          147,            278.8,         0.022871,           278.82,        0.214,        0.146,          279
      1388, 43661.860,    0.005,           131.09,          0.33793,           131.43,       0.0836,        0.411,          131,           277.03,         0.027224,           277.06,        0.214,        0.155,          277
      1389, 43693.232,    0.005,           137.49,          0.35694,           137.85,       0.0823,        0.434,          137,           275.58,         0.018975,            275.6,        0.218,        0.131,          276
      1390, 43724.708,    0.005,           138.86,           1.9348,            140.8,       0.0849,         1.12,          139,           275.68,         0.020977,            275.7,        0.216,        0.131,          276
      1391, 43756.054,    0.005,           130.18,          0.88072,           131.06,       0.0758,        0.743,          130,           276.08,          0.01795,            276.1,        0.218,        0.124,          276
      1392, 43787.559,    0.005,           126.75,           2.7824,           129.53,       0.0886,         1.33,          127,           276.57,         0.009197,           276.58,        0.215,       0.0818,          277
      1393, 43819.608,    0.005,           134.21,          0.97938,           135.19,       0.0801,        0.822,          134,            277.6,         0.025555,           277.63,        0.217,        0.146,          278
      1394, 43851.280,    0.005,           141.85,          0.65486,            142.5,       0.0841,        0.572,          142,           276.55,         0.022313,           276.57,        0.219,        0.135,          277
      1395, 43882.570,    0.005,           141.31,           3.0545,           144.37,       0.0792,         1.37,          141,           278.98,         0.037379,           279.02,        0.219,        0.161,          279
      1396, 43913.902,    0.005,            139.6,           1.4496,           141.05,       0.0828,        0.903,          140,           278.44,           0.0375,           278.48,        0.216,        0.189,          278
      1397, 43945.222,    0.005,           135.53,           4.2497,           139.78,       0.0847,         1.63,          136,            278.8,         0.028294,           278.83,        0.214,        0.135,          279
      1398, 43977.157,    0.005,           134.64,           1.3401,           135.98,       0.0799,        0.969,          135,           277.01,         0.026616,           277.04,        0.211,        0.137,          277
      1399, 44008.968,    0.005,           133.51,          0.36998,           133.88,       0.0814,         0.43,          134,           277.58,         0.012797,            277.6,        0.212,       0.0961,          278
      1400, 44040.442,    0.005,           132.36,          0.75374,           133.11,        0.083,         0.62,          132,           277.97,         0.012524,           277.98,        0.212,        0.108,          278
      1401, 44072.258,    0.005,            130.2,          0.45046,           130.65,       0.0781,         0.47,          130,            279.2,         0.012485,           279.22,        0.215,        0.107,          279
      1402, 44103.644,    0.005,           140.05,          0.27417,           140.33,       0.0831,        0.414,          140,            280.2,         0.012831,           280.21,        0.214,        0.107,          280
      1403, 44134.949,    0.005,           134.58,          0.22126,            134.8,        0.082,        0.407,          135,           279.32,         0.016394,           279.34,        0.215,        0.124,          279
      1404, 44166.314,    0.005,           158.24,          0.21235,           158.45,       0.0836,        0.318,          158,            280.5,         0.010528,           280.51,        0.212,       0.0935,          281
      1405, 44197.808,    0.005,           170.33,           0.6853,           171.02,       0.0772,        0.676,          170,           278.74,         0.010617,           278.75,        0.209,       0.0941,          279
      1406, 44229.370,    0.005,           164.98,          0.77202,           165.76,       0.0874,        0.646,          165,           279.08,          0.01153,           279.09,        0.211,       0.0993,          279
      1407, 44260.830,    0.005,            139.6,          0.45668,           140.06,       0.0735,        0.555,          140,           278.85,         0.021049,           278.87,        0.215,        0.131,          279
      1408, 44292.233,    0.005,           134.18,           0.2167,            134.4,       0.0829,        0.369,          134,           279.99,         0.020017,           280.01,        0.215,         0.13,          280
      1409, 44323.854,    0.005,            133.7,          0.17441,           133.87,        0.081,        0.298,          134,           278.99,         0.018941,           279.01,        0.215,         0.12,          279
      1410, 44355.451,    0.005,           130.18,           2.3226,            132.5,        0.078,         1.06,          130,           280.76,         0.018509,           280.78,        0.215,       0.0946,          281
      1411, 44386.793,    0.005,           134.22,           3.4199,           137.64,        0.082,         1.51,          134,           280.86,         0.013813,           280.88,        0.217,       0.0965,          281
      1412, 44418.215,    0.005,           135.88,           9.0563,           144.94,       0.0749,         2.28,          136,           278.54,           0.1759,           278.72,        0.217,        0.343,          279
      1413, 44449.909,    0.005,           150.45,           64.782,           215.24,       0.0831,         6.36,          150,           277.76,          0.47556,           278.24,        0.215,        0.572,          278
      1414, 44481.268,    0.005,            133.2,           32.559,           165.76,       0.0801,         4.28,          133,            277.1,          0.45458,           277.55,        0.215,        0.532,          277
      1415, 44512.657,    0.005,           121.48,           13.834,           135.32,       0.0827,         2.93,          121,           275.92,          0.22333,           276.15,        0.211,        0.424,          276
      1416, 44544.133,    0.005,           125.62,           3.5951,           129.21,       0.0781,         1.52,          126,           276.09,          0.15943,           276.25,        0.212,        0.314,          276
      1417, 44575.971,    0.005,           125.09,           1.0144,           126.11,       0.0821,        0.855,          125,           277.02,          0.15792,           277.18,        0.215,        0.309,          277
      1418, 44607.967,    0.005,           120.63,          0.35587,           120.99,       0.0808,        0.479,          121,           277.54,         0.074297,           277.62,        0.215,        0.227,          278
      1419, 44639.622,    0.005,           137.91,          0.38374,           138.29,       0.0786,        0.477,          138,           276.15,         0.056808,           276.21,        0.212,        0.205,          276
      1420, 44671.552,    0.005,           124.41,          0.60544,           125.02,       0.0784,        0.644,          124,           277.16,         0.045764,            277.2,        0.213,         0.18,          277
      1421, 44703.684,    0.005,           140.11,          0.30361,           140.42,       0.0802,        0.445,          140,           277.01,         0.036648,           277.05,        0.213,        0.169,          277
      1422, 44735.717,    0.005,           131.69,          0.25782,           131.95,       0.0795,        0.448,          132,            275.5,         0.025465,           275.53,        0.212,        0.141,          276
      1423, 44767.451,    0.005,            140.8,          0.23333,           141.03,       0.0829,        0.354,          141,           276.59,         0.021455,           276.61,        0.214,        0.133,          277
      1424, 44798.840,    0.005,           125.81,          0.17346,           125.99,       0.0808,        0.297,          126,           276.31,          0.01989,           276.33,        0.215,        0.123,          276
      1425, 44830.235,    0.005,           126.87,           0.5132,           127.38,       0.0808,        0.552,          127,           276.59,         0.023143,           276.61,        0.215,        0.147,          277
      1426, 44861.743,    0.005,           131.22,           1.2417,           132.46,       0.0827,        0.942,          131,           277.79,         0.038174,           277.82,        0.215,        0.173,          278
      1427, 44893.177,    0.005,           155.31,            2.255,           157.56,       0.0826,         1.24,          155,           276.53,          0.01857,           276.55,         0.21,        0.132,          277
      1428, 44925.324,    0.005,           162.17,           4.5102,           166.68,       0.0941,         1.67,          162,            278.2,         0.010196,           278.21,        0.211,       0.0795,          278
      1429, 44956.684,    0.005,           155.29,           3.3527,           158.64,       0.0943,         1.38,          155,           278.93,         0.046575,           278.98,        0.212,        0.195,          279
      1430, 44988.185,    0.005,           145.66,           0.7429,            146.4,       0.0817,        0.777,          146,           279.38,         0.018403,            279.4,        0.214,         0.11,          279
      1431, 45019.537,    0.005,           133.54,          0.15126,           133.69,       0.0831,        0.331,          134,           278.52,         0.010365,           278.53,        0.214,       0.0839,          279
      1432, 45051.279,    0.005,           129.95,          0.16183,           130.11,       0.0823,         0.29,          130,           280.78,        0.0091952,           280.79,        0.216,        0.084,          281
      1433, 45082.990,    0.005,           137.33,          0.74665,           138.07,       0.0788,        0.578,          137,            280.7,         0.004811,            280.7,        0.219,       0.0653,          281
      1434, 45114.286,    0.005,           138.53,          0.83102,           139.36,        0.084,        0.738,          139,           279.73,         0.015379,           279.74,        0.216,        0.112,          280
      1435, 45145.715,    0.005,            140.2,          0.64542,           140.84,         0.09,        0.666,          140,           278.63,         0.011712,           278.65,        0.212,       0.0946,          279
      1436, 45177.085,    0.005,           122.71,           0.2647,           122.97,       0.0855,         0.43,          123,           277.59,         0.022833,           277.61,        0.213,        0.133,          278
      1437, 45208.391,    0.005,           125.69,          0.18984,           125.88,       0.0807,        0.321,          126,           276.35,         0.023484,           276.38,        0.213,        0.139,          276
      1438, 45239.919,    0.005,           140.04,           1.5522,            141.6,        0.074,         1.02,          140,           274.62,         0.016131,           274.64,        0.208,        0.112,          275
      1439, 45271.295,    0.005,           142.24,          0.55067,           142.79,       0.0825,         0.62,          142,           275.99,         0.010357,              276,         0.21,       0.0917,          276
      1440, 45302.779,    0.005,           123.88,          0.76421,           124.65,       0.0802,        0.715,          124,           276.12,         0.010234,           276.13,        0.207,       0.0838,          276
      1441, 45334.350,    0.005,           135.67,          0.83916,           136.51,        0.078,        0.761,          136,           273.56,        0.0080957,           273.57,        0.205,       0.0791,          274
      1442, 45365.742,    0.005,           136.86,           1.0059,           137.87,       0.0775,        0.768,          137,           275.53,        0.0032854,           275.54,        0.205,       0.0525,          276
      1443, 45397.278,    0.005,           131.69,           2.1576,           133.84,       0.0838,          1.1,          132,           275.57,         0.012382,           275.59,        0.203,       0.0975,          276
      1444, 45428.724,    0.005,           140.73,             1.17,            141.9,       0.0867,        0.911,          141,           276.78,         0.019122,            276.8,        0.206,        0.128,          277
      1445, 45460.166,    0.005,           135.44,           1.1685,            136.6,       0.0752,        0.754,          135,           275.47,         0.042929,           275.51,        0.204,        0.179,          275
      1446, 45491.931,    0.005,           132.07,          0.39486,           132.47,       0.0799,        0.487,          132,           275.75,         0.035817,           275.79,        0.203,        0.174,          276
      1447, 45523.346,    0.005,           138.22,          0.27925,            138.5,        0.083,        0.446,          138,           274.63,          0.03522,           274.66,        0.205,         0.17,          275
      1448, 45554.892,    0.005,           146.03,          0.77377,            146.8,       0.0811,         0.66,          146,           275.27,         0.019267,           275.29,        0.208,        0.126,          275
      1449, 45586.275,    0.005,           148.29,            3.672,           151.96,       0.0779,         1.43,          148,           277.89,         0.028975,           277.92,        0.208,        0.156,          278
      1450, 45617.641,    0.005,            152.8,           8.1346,           160.93,       0.0806,         2.28,          153,           277.11,         0.081116,           277.19,        0.201,         0.23,          277
      1451, 45649.313,    0.005,            134.6,           6.4586,           141.06,       0.0805,         2.13,          135,           277.61,         0.061277,           277.67,        0.202,        0.231,          278
      1452, 45680.617,    0.005,           125.24,            5.817,           131.06,        0.087,         1.99,          125,           278.06,         0.038056,           278.09,        0.205,        0.181,          278
      1453, 45711.917,    0.005,           123.79,           3.8788,           127.67,       0.0749,         1.55,          124,           277.35,         0.095934,           277.45,        0.203,        0.289,          277
      1454, 45743.241,    0.005,           122.28,           3.5164,            125.8,       0.0787,         1.48,          122,           276.65,         0.057432,           276.71,        0.205,        0.211,          277
      1455, 45774.567,    0.005,           122.79,            0.793,           123.58,       0.0803,        0.677,          123,           276.58,         0.029486,           276.61,        0.209,        0.144,          277
      1456, 45805.907,    0.005,           125.16,           1.8092,           126.97,       0.0854,         1.06,          125,           277.97,         0.043651,           278.01,        0.211,        0.183,          278
      1457, 45837.288,    0.005,           133.36,           6.2251,           139.59,       0.0869,            2,          133,            278.5,         0.024853,           278.53,        0.215,        0.136,          279
      1458, 45868.868,    0.005,           129.01,           1.9661,           130.98,       0.0786,        0.999,          129,           278.86,         0.033929,           278.89,        0.216,        0.174,          279
      1459, 45900.548,    0.005,            134.2,            0.323,           134.52,       0.0771,        0.413,          134,           279.17,         0.027305,           279.19,        0.216,        0.154,          279
      1460, 45931.961,    0.005,           127.73,          0.30524,           128.04,       0.0853,        0.404,          128,           279.72,         0.033256,           279.75,        0.217,        0.161,          280
      1461, 45963.317,    0.005,           120.79,          0.25037,           121.04,       0.0879,        0.404,          121,           277.87,         0.035381,           277.91,        0.217,        0.169,          278
      1462, 45994.982,    0.005,           138.83,          0.25407,           139.09,       0.0813,        0.372,          139,           278.25,         0.036987,           278.28,        0.214,        0.169,          278
      1463, 46026.425,    0.005,           126.44,          0.28687,           126.73,       0.0768,        0.357,          126,           276.98,         0.017396,              277,        0.209,        0.117,          277
      1464, 46058.039,    0.005,           121.72,          0.28986,           122.01,       0.0806,        0.423,          122,           277.21,         0.025327,           277.23,        0.214,        0.147,          277
      1465, 46090.116,    0.005,           131.69,          0.54331,           132.23,       0.0813,        0.598,          132,           276.68,           0.0341,           276.71,        0.214,        0.157,          277
      1466, 46121.648,    0.005,           141.11,          0.96281,           142.07,       0.0862,        0.644,          141,           277.57,         0.023018,            277.6,        0.216,         0.13,          278
      1467, 46152.990,    0.005,           163.56,          0.69728,           164.26,       0.0833,         0.65,          164,           277.61,         0.024901,           277.64,        0.214,         0.15,          278
      1468, 46184.326,    0.005,           190.65,          0.98454,           191.63,       0.0791,        0.739,          191,           280.67,          0.03372,            280.7,        0.224,        0.162,          281
      1469, 46215.737,    0.005,           146.86,           1.1882,           148.05,       0.0782,        0.837,          147,           279.29,         0.039278,           279.33,        0.218,        0.158,          279
      1470, 46247.088,    0.005,           133.25,           1.7787,           135.03,       0.0774,         1.03,          133,           277.53,         0.047511,           277.58,        0.212,         0.18,          278
      1471, 46278.717,    0.005,           137.81,          0.83738,           138.65,       0.0862,        0.775,          138,           277.88,         0.018776,           277.89,        0.212,        0.124,          278
      1472, 46310.383,    0.005,           141.98,           1.0971,           143.08,       0.0874,        0.809,          142,           275.27,         0.020554,           275.29,         0.21,        0.127,          275
      1473, 46341.915,    0.005,           138.28,           1.4359,           139.71,        0.084,        0.935,          138,            274.5,         0.032789,           274.53,        0.206,        0.168,          274
