,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf
Ce,0.0,0.0,0.029207196955888227,0.020652607026959653,0.0,0.0,0.0,0.0,0.0,0.0,0.029207196955888227,0.04843465674034583,0.032654638912795506,0.029207196955888227,0.0,0.020652607026959653,0.0,0.0,0.020652607026959653,0.11498884940423885,0.10731409403834442,0.07154272935889629,0.04618063322487163,0.0386374898192815,0.05265402311851538,0.04381079543383234,0.029207196955888227,0.04843465674034583,0.029207196955888227,0.035771364679448144,0.029207196955888227,0.02529417453713473,0.014603598477944114,0.020652607026959653,0.0,0.0,0.0,0.10530804623703076,0.1852988916569845,0.09796391673838652,0.05265402311851538,0.041305214053919306,0.0,0.014603598477944114,0.02529417453713473,0.0386374898192815,0.032654638912795506,0.035771364679448144,0.05058834907426946,0.05265402311851538,0.020652607026959653,0.020652607026959653,0.014603598477944114,0.0,0.0,0.08883022162915857,0.2797647002059754,0.46456890723236294,0.26528754061707055,0.2587764243330015,0.029207196955888227,0.2224353850743238,0.14456824918871758,0.21758871672978033,0.1980928476369658,0.1931874490964075,0.18004525390235027,0.18414437018898203,0.1517650472228084,0.16327319456397751,0.1438287648037976,0.07301799238972058,0.04843465674034583,0.02529417453713473,0.020652607026959653,0.014603598477944114,0.02529417453713473,0.05058834907426946,0.032654638912795506,0.035771364679448144,0.029207196955888227,0.0386374898192815,0.041305214053919306,0.014603598477944114,0.0,0.0,0.0,0.020652607026959653,0.029207196955888227,0.13930945069863732,0.041305214053919306,0.1438287648037976,0.1112176925371619,0.12731121995480557,0.07864278458094766,0.06849694845108252,0.04618063322487163,0.04381079543383234
Pr,0.0,0.0,0.03838455453070587,0.020517407428263253,0.0,0.0,0.0,0.0,0.0,0.0,0.020517407428263253,0.05428395760297387,0.03553719210534305,0.025128589522017113,0.0,0.025128589522017113,0.0,0.0,0.020517407428263253,0.11786353231620297,0.10759419226137248,0.061552222284789765,0.03553719210534305,0.03838455453070587,0.05618923434991921,0.041034814856526505,0.029015995849784378,0.04587831773165578,0.025128589522017113,0.03553719210534305,0.03244086957748483,0.025128589522017113,0.014507997924892189,0.025128589522017113,0.0,0.0,0.014507997924892189,0.1046186608450479,0.1891611499332644,0.08824870616717853,0.03838455453070587,0.03244086957748483,0.0,0.014507997924892189,0.03244086957748483,0.04587831773165578,0.029015995849784378,0.03838455453070587,0.05025717904403423,0.048117585576122134,0.020517407428263253,0.029015995849784378,0.014507997924892189,0.0,0.014507997924892189,0.08077711382222665,0.2611439626480594,0.2635508703272731,0.4049265130259794,0.299441703197761,0.029015995849784378,0.25128589522017114,0.16413925942610602,0.226157305698154,0.2137161547991698,0.20568636989728775,0.19518514975722506,0.1930163585569774,0.1710467729208183,0.16981176201620612,0.15490302912438178,0.06323889682770285,0.03244086957748483,0.020517407428263253,0.014507997924892189,0.014507997924892189,0.025128589522017113,0.05025717904403423,0.025128589522017113,0.03838455453070587,0.029015995849784378,0.04587831773165578,0.04587831773165578,0.014507997924892189,0.0,0.0,0.0,0.020517407428263253,0.029015995849784378,0.12813116832182844,0.03553719210534305,0.13375713185485652,0.11237846869983842,0.11786353231620297,0.07397656452218891,0.06488173915496966,0.03838455453070587,0.04352399377467657
Nd,0.0,0.0,0.03103256403871006,0.013878184541334222,0.0,0.0,0.0,0.0,0.0,0.0,0.024037720742407852,0.048075441484815705,0.03103256403871006,0.01962671679947149,0.0,0.024037720742407852,0.0,0.0,0.01962671679947149,0.11015467483629406,0.11015467483629406,0.06049360393548425,0.03671822494543135,0.03671822494543135,0.05551273816533689,0.04163455362400267,0.01962671679947149,0.03103256403871006,0.01962671679947149,0.03399447068245025,0.03103256403871006,0.027756369082668444,0.013878184541334222,0.024037720742407852,0.0,0.0,0.013878184541334222,0.10103470852462729,0.19822012324009627,0.08210444699111301,0.04163455362400267,0.027756369082668444,0.0,0.0,0.027756369082668444,0.024037720742407852,0.027756369082668444,0.03399447068245025,0.05003850597413223,0.03671822494543135,0.013878184541334222,0.024037720742407852,0.013878184541334222,0.0,0.013878184541334222,0.07727046131001919,0.2622205754709347,0.2459220566262511,0.28644250143017846,0.4243639307984502,0.027756369082668444,0.2547696019485873,0.1699723534122512,0.2395746101670037,0.21722794827097044,0.204438424317549,0.20490893915006625,0.19724606268565234,0.16595894938615371,0.17166366226720559,0.15823564959020034,0.06206512807742012,0.03925343359894298,0.013878184541334222,0.0,0.0,0.0,0.027756369082668444,0.01962671679947149,0.03399447068245025,0.03399447068245025,0.03103256403871006,0.05003850597413223,0.0,0.0,0.0,0.0,0.01962671679947149,0.03103256403871006,0.12643627846293262,0.027756369082668444,0.13238944278477366,0.10292337119907728,0.11359783630396746,0.07473631097891117,0.06655743490968195,0.03671822494543135,0.03671822494543135
Pm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10783277320343841,0.21566554640687682,0.0,0.0,0.0,0.10783277320343841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10783277320343841,0.24112141108520604,0.0,0.0,0.0,0.0,0.0,0.10783277320343841,0.10783277320343841,0.10783277320343841,0.0,0.10783277320343841,0.0,0.0,0.0,0.0,0.0,0.0,0.10783277320343841,0.21566554640687682,0.21566554640687682,0.21566554640687682,0.21566554640687682,0.26413527189768715,0.24112141108520604,0.1867718419094071,0.21566554640687682,0.21566554640687682,0.24112141108520604,0.24112141108520604,0.21566554640687682,0.21566554640687682,0.10783277320343841,0.24112141108520604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10783277320343841,0.15249857033260467,0.10783277320343841,0.0,0.0,0.0,0.0,0.0,0.0,0.10783277320343841,0.0,0.0,0.0,0.0,0.10783277320343841,0.0,0.0,0.0,0.10783277320343841
Sm,0.0,0.0,0.032791291789197645,0.020739033894608506,0.0,0.0,0.0,0.0,0.0,0.0,0.020739033894608506,0.06046415449251418,0.038799179683158526,0.025400025400038103,0.0,0.025400025400038103,0.0,0.0,0.020739033894608506,0.10160010160015241,0.12003583694271322,0.06558258357839529,0.04147806778921701,0.04147806778921701,0.0672021505032247,0.043994134506405984,0.029329423004270657,0.046373889576016826,0.025400025400038103,0.05287436926083547,0.029329423004270657,0.025400025400038103,0.014664711502135329,0.029329423004270657,0.0,0.0,0.020739033894608506,0.10472698761772854,0.2165218705583977,0.08550922732073567,0.038799179683158526,0.029329423004270657,0.0,0.014664711502135329,0.032791291789197645,0.035921060405354976,0.032791291789197645,0.04147806778921701,0.05287436926083547,0.046373889576016826,0.014664711502135329,0.025400025400038103,0.014664711502135329,0.0,0.020739033894608506,0.08164965809277261,0.23186944788008412,0.2233662309264307,0.25400025400038095,0.26920831762701886,0.032791291789197645,0.3826899696924729,0.18665130505147653,0.2643718463041773,0.2233662309264307,0.22288431832418967,0.2125118592516207,0.20945397523545708,0.1860743290031661,0.187799939308566,0.16526290556864007,0.05679618342470648,0.04147806778921701,0.014664711502135329,0.014664711502135329,0.014664711502135329,0.014664711502135329,0.035921060405354976,0.029329423004270657,0.032791291789197645,0.032791291789197645,0.046373889576016826,0.050800050800076206,0.0,0.0,0.0,0.0,0.020739033894608506,0.025400025400038103,0.12003583694271322,0.029329423004270657,0.1278439909479729,0.09837387536759294,0.10974065223374688,0.0672021505032247,0.05287436926083547,0.025400025400038103,0.029329423004270657
Eu,0.0,0.0,0.025359156467048692,0.031058496825834732,0.0,0.0,0.0,0.0,0.0,0.0,0.0439233474380172,0.05670479771237427,0.031058496825834732,0.01793163150302082,0.0,0.025359156467048692,0.0,0.0,0.04744263755864445,0.1996781976998389,0.10143662586819477,0.04009634698823127,0.025359156467048692,0.031058496825834732,0.050718312934097384,0.03586326300604164,0.025359156467048692,0.03586326300604164,0.025359156467048692,0.03586326300604164,0.025359156467048692,0.025359156467048692,0.01793163150302082,0.025359156467048692,0.0,0.0,0.031058496825834732,0.2144311250623342,0.1846174457795732,0.06465341683686697,0.031058496825834732,0.01793163150302082,0.0,0.0,0.031058496825834732,0.031058496825834732,0.025359156467048692,0.050718312934097384,0.062116993651669464,0.04744263755864445,0.01793163150302082,0.0,0.0,0.0,0.03586326300604164,0.17199416725322936,0.19806134357803318,0.17751409526934084,0.20287325173638954,0.219616737190086,0.031058496825834732,0.2282324082034382,0.4672557910572403,0.22539711293825468,0.19061585753733748,0.19229532485584458,0.18548623855837332,0.18548623855837332,0.16336493777396263,0.20911696138041386,0.15002679289116663,0.04009634698823127,0.031058496825834732,0.01793163150302082,0.0,0.0,0.0,0.025359156467048692,0.025359156467048692,0.05670479771237427,0.04744263755864445,0.06709402147018616,0.06709402147018616,0.0,0.0,0.0,0.0,0.031058496825834732,0.031058496825834732,0.11053800033330118,0.031058496825834732,0.11621025407047952,0.09317549047750419,0.10143662586819477,0.07607746940114607,0.0694489101815279,0.03586326300604164,0.03586326300604164
Gd,0.0,0.0,0.024253562503633298,0.028005601680560196,0.0,0.0,0.0,0.0,0.0,0.0,0.024253562503633298,0.05940885257860046,0.03704792868174742,0.019802950859533486,0.0,0.024253562503633298,0.0,0.0,0.014002800840280098,0.10194192887494868,0.12207358757861475,0.06262242910851495,0.04428074427700477,0.04428074427700477,0.06715507368448513,0.03704792868174742,0.024253562503633298,0.028005601680560196,0.019802950859533486,0.042008402520840295,0.03429971702850177,0.024253562503633298,0.019802950859533486,0.028005601680560196,0.0,0.0,0.014002800840280098,0.09393364366277242,0.22751858359780844,0.0851757122704842,0.04428074427700477,0.03131121455425748,0.0,0.0,0.03131121455425748,0.014002800840280098,0.03704792868174742,0.03704792868174742,0.057735026918962574,0.03960590171906697,0.019802950859533486,0.024253562503633298,0.014002800840280098,0.0,0.014002800840280098,0.07140055472954167,0.20910640878767547,0.20863703354080235,0.2182820625326997,0.24172582102253704,0.028005601680560196,0.25243908214870064,0.1760124772760805,0.39282785732454883,0.2441471751572295,0.2493127809501511,0.232210182006412,0.24091329495541444,0.19553847221876072,0.18786728732554484,0.18203641092364128,0.0641688947919748,0.03960590171906697,0.019802950859533486,0.0,0.0,0.014002800840280098,0.019802950859533486,0.028005601680560196,0.03429971702850177,0.03960590171906697,0.03429971702850177,0.046442036401282395,0.0,0.0,0.0,0.0,0.019802950859533486,0.024253562503633298,0.11963998282428864,0.028005601680560196,0.1252448582170299,0.09288407280256479,0.10936537072458306,0.06715507368448513,0.061036793789307375,0.03429971702850177,0.03704792868174742
Tb,0.0,0.0,0.041221782398328646,0.020610891199164323,0.0,0.014574100933227224,0.0,0.0,0.0,0.0,0.025243083290986543,0.06183267359749296,0.03855944665167361,0.025243083290986543,0.0,0.025243083290986543,0.0,0.0,0.014574100933227224,0.09667364890456635,0.1351546519695972,0.0651773607952784,0.041221782398328646,0.03855944665167361,0.0667869207124403,0.0325886803976392,0.020610891199164323,0.0325886803976392,0.020610891199164323,0.041221782398328646,0.02914820186645445,0.020610891199164323,0.014574100933227224,0.02914820186645445,0.0,0.0,0.014574100933227224,0.08984079187346913,0.23635219892594253,0.10509533641707668,0.04372230279968168,0.035699110746226836,0.0,0.0,0.020610891199164323,0.020610891199164323,0.0325886803976392,0.03855944665167361,0.054531292412398645,0.046087353798183586,0.014574100933227224,0.025243083290986543,0.014574100933227224,0.0,0.014574100933227224,0.07287050466613613,0.1933472978091327,0.19769272347304193,0.2146899129176337,0.2281207627834744,0.02914820186645445,0.22198609185883597,0.15492481800971755,0.25410813264359716,0.37156812525798216,0.2619286678045036,0.25618931508881365,0.24904234591625823,0.2111987873603868,0.1933472978091327,0.19058109948269789,0.06989493267951245,0.03855944665167361,0.020610891199164323,0.0,0.0,0.020610891199164323,0.0325886803976392,0.02914820186645445,0.0325886803976392,0.041221782398328646,0.05048616658197309,0.04372230279968168,0.014574100933227224,0.0,0.0,0.0,0.020610891199164323,0.014574100933227224,0.12018111509221754,0.0325886803976392,0.1335738414248806,0.09884636173652096,0.11099304592941799,0.06989493267951245,0.06009055754610877,0.041221782398328646,0.03855944665167361
Dy,0.0,0.0,0.03243745600673012,0.03243745600673012,0.0,0.014506471329641484,0.0,0.0,0.0,0.0,0.02901294265928297,0.06323224255327733,0.043519413988924456,0.014506471329641484,0.0,0.0251259453814803,0.0,0.0,0.014506471329641484,0.10257624248277727,0.13055824196677338,0.06323224255327733,0.04587349021359836,0.04811252243246881,0.07106690545187014,0.043519413988924456,0.02901294265928297,0.03553345272593507,0.020515248496555456,0.04587349021359836,0.03243745600673012,0.020515248496555456,0.020515248496555456,0.02901294265928297,0.0,0.0,0.014506471329641484,0.08582144175740619,0.23924685418842445,0.08942389499810996,0.04811252243246881,0.03243745600673012,0.0,0.014506471329641484,0.02901294265928297,0.03243745600673012,0.03243745600673012,0.03838051553931986,0.06323224255327733,0.03553345272593507,0.020515248496555456,0.0251259453814803,0.014506471329641484,0.0,0.014506471329641484,0.07106690545187014,0.18577347634090424,0.19190257769659927,0.20566472667421556,0.21369366664686898,0.03243745600673012,0.2204792759220492,0.15556457405314583,0.25828037906266554,0.2607132149918382,0.3579896166882018,0.26787918780535985,0.2674861146841487,0.2204792759220492,0.1994310088043664,0.19516461151865003,0.06957059249472682,0.043519413988924456,0.020515248496555456,0.014506471329641484,0.014506471329641484,0.014506471329641484,0.04103049699311091,0.03243745600673012,0.03838051553931986,0.03553345272593507,0.03838051553931986,0.043519413988924456,0.0,0.0,0.0,0.0,0.020515248496555456,0.014506471329641484,0.11962342709421223,0.02901294265928297,0.12811768579763458,0.0994513569066425,0.11047799421326948,0.06804138174397716,0.05802588531856594,0.03553345272593507,0.03243745600673012
Ho,0.0,0.0,0.03594038839190574,0.029345204239205575,0.0,0.014672602119602788,0.0,0.0,0.0,0.0,0.029345204239205575,0.06561787149247866,0.046398841899359104,0.014672602119602788,0.0,0.02541369235039483,0.0,0.0,0.014672602119602788,0.10165476940157932,0.13123574298495733,0.06882060421940357,0.041500385825692966,0.048663515928895784,0.07624107705118449,0.03594038839190574,0.020750192912846483,0.02541369235039483,0.020750192912846483,0.038820056294668163,0.03280893574623933,0.020750192912846483,0.014672602119602788,0.02541369235039483,0.0,0.0,0.014672602119602788,0.08169359119150864,0.24331757964447895,0.09621468639083852,0.04401780635880836,0.03280893574623933,0.0,0.0,0.02541369235039483,0.020750192912846483,0.03280893574623933,0.03594038839190574,0.06723830985504928,0.038820056294668163,0.014672602119602788,0.02541369235039483,0.014672602119602788,0.0,0.014672602119602788,0.06882060421940357,0.17849990879018815,0.1808959879321434,0.19739967270943276,0.21663837412914072,0.03280893574623933,0.2126262051621017,0.15177457648347573,0.24331757964447895,0.2579208079327707,0.2709469897589171,0.3641644076834886,0.27567316571429434,0.23013077201496188,0.21413957803385314,0.20330953880315863,0.06882060421940357,0.038820056294668163,0.020750192912846483,0.0,0.0,0.0,0.020750192912846483,0.029345204239205575,0.041500385825692966,0.04401780635880836,0.038820056294668163,0.04401780635880836,0.0,0.0,0.0,0.0,0.020750192912846483,0.020750192912846483,0.11459668594933496,0.02541369235039483,0.1295849132071069,0.09732703185779157,0.10881492964115481,0.06882060421940357,0.060496688341783865,0.038820056294668163,0.03280893574623933
Er,0.0,0.0,0.035646150289975954,0.029104959835001235,0.0,0.0,0.0,0.0,0.0,0.0,0.02520563459323681,0.060001411814534826,0.04601898214316118,0.014552479917500617,0.0,0.02520563459323681,0.0,0.0,0.014552479917500617,0.0997667758936569,0.13651436229911773,0.0634327893382903,0.04365743975250185,0.04601898214316118,0.07276239958750308,0.03850224282096838,0.02520563459323681,0.02520563459323681,0.02058031446549147,0.03850224282096838,0.035646150289975954,0.02058031446549147,0.014552479917500617,0.02520563459323681,0.0,0.0,0.014552479917500617,0.08359763254856886,0.24088640488681984,0.0943108488641093,0.04826511565553165,0.03254033433673191,0.0,0.0,0.02520563459323681,0.014552479917500617,0.03254033433673191,0.035646150289975954,0.07276239958750308,0.03850224282096838,0.014552479917500617,0.02058031446549147,0.014552479917500617,0.0,0.014552479917500617,0.06825718114955887,0.1758382838729717,0.18349978966781444,0.19360815297817083,0.20682960062174433,0.029104959835001235,0.20785098757727563,0.15053202276316718,0.2503703313848919,0.24867288583756683,0.2683344711265177,0.2734162744378768,0.3819852730606761,0.23510250812476788,0.21088546907585726,0.20682960062174433,0.0666878407712713,0.04365743975250185,0.02058031446549147,0.0,0.0,0.0,0.02058031446549147,0.029104959835001235,0.03850224282096838,0.04826511565553165,0.035646150289975954,0.05041126918647362,0.0,0.0,0.0,0.0,0.02058031446549147,0.014552479917500617,0.11272302473299554,0.02520563459323681,0.12602817296618407,0.0965302313110633,0.1098688139997322,0.0634327893382903,0.05636151236649777,0.03850224282096838,0.035646150289975954
Tm,0.0,0.0,0.0407118970761117,0.016620562382863344,0.0,0.0,0.0,0.0,0.0,0.0,0.028787658497487354,0.06437116131343118,0.04701004947222684,0.016620562382863344,0.0,0.016620562382863344,0.016620562382863344,0.0,0.016620562382863344,0.09691369971975153,0.157676499368291,0.07795734773771067,0.05255883312276367,0.05255883312276367,0.07795734773771067,0.03716470731235832,0.02350502473611342,0.03324112476572669,0.02350502473611342,0.0439738747150915,0.03324112476572669,0.016620562382863344,0.016620562382863344,0.028787658497487354,0.016620562382863344,0.0,0.016620562382863344,0.08636297549246207,0.23970515959384692,0.11149412193707496,0.05255883312276367,0.03716470731235832,0.0,0.0,0.028787658497487354,0.028787658497487354,0.03324112476572669,0.0407118970761117,0.07616498521220687,0.04701004947222684,0.03324112476572669,0.03324112476572669,0.02350502473611342,0.0,0.016620562382863344,0.0685283342617131,0.17352376562756197,0.17272595098492413,0.19595354055298064,0.1987530186712625,0.03324112476572669,0.21089129456083996,0.15142052963710076,0.23209352277674,0.24085483122361678,0.2526106781118577,0.2606833349199223,0.26851340285693776,0.33654073825955644,0.2314976462536811,0.22667424968357844,0.07616498521220687,0.04701004947222684,0.02350502473611342,0.0,0.0,0.0,0.028787658497487354,0.028787658497487354,0.028787658497487354,0.0407118970761117,0.049861687148590024,0.03716470731235832,0.0,0.0,0.0,0.0,0.016620562382863344,0.016620562382863344,0.12437690002435545,0.028787658497487354,0.13806076010461113,0.10109893409496523,0.11394483496132961,0.07051507420834027,0.06218845001217772,0.0407118970761117,0.03324112476572669
Yb,0.0,0.0,0.04183300132670378,0.03162277660168379,0.0,0.0,0.0,0.015811388300841896,0.0,0.0,0.03535533905932737,0.08366600265340755,0.049999999999999996,0.027386127875258303,0.0,0.022360679774997897,0.015811388300841896,0.0,0.022360679774997897,0.1604680653588121,0.14404860290887933,0.07905694150420947,0.054772255750516606,0.06123724356957944,0.0806225774829855,0.05244044240850757,0.03162277660168379,0.044721359549995794,0.022360679774997897,0.049999999999999996,0.03162277660168379,0.022360679774997897,0.015811388300841896,0.022360679774997897,0.015811388300841896,0.0,0.022360679774997897,0.12845232578665128,0.21851773383412154,0.09617692030835671,0.04743416490252569,0.03162277660168379,0.0,0.0,0.03535533905932737,0.027386127875258303,0.027386127875258303,0.057008771254956896,0.08366600265340755,0.057008771254956896,0.027386127875258303,0.03162277660168379,0.022360679774997897,0.0,0.015811388300841896,0.09486832980505137,0.17535677916750178,0.17677669529663687,0.18506755523321744,0.19557607215607944,0.015811388300841896,0.20248456731316586,0.18439088914585774,0.21213203435596423,0.2097617696340303,0.21737065119284157,0.2307596151842865,0.22912878474779197,0.22022715545545238,0.4138236339311712,0.2097617696340303,0.06324555320336758,0.04183300132670378,0.022360679774997897,0.0,0.0,0.0,0.027386127875258303,0.027386127875258303,0.03872983346207416,0.04743416490252569,0.059160797830996155,0.04743416490252569,0.0,0.0,0.0,0.0,0.022360679774997897,0.022360679774997897,0.1193733638631332,0.03162277660168379,0.1341640786499874,0.09746794344808962,0.11510864433221338,0.07245688373094719,0.06123724356957944,0.044721359549995794,0.03535533905932737
Lu,0.0,0.0,0.03941164060714018,0.03525084300094261,0.0,0.0,0.0,0.0,0.0,0.0,0.02492611012850886,0.0726714745424757,0.05287626450141391,0.017625421500471306,0.0,0.02492611012850886,0.0,0.0,0.017625421500471306,0.09653840941344685,0.1726931567105382,0.07682743115786345,0.05287626450141391,0.0584569098889262,0.089872368166201,0.04985222025701772,0.02492611012850886,0.03525084300094261,0.02492611012850886,0.03525084300094261,0.03525084300094261,0.02492611012850886,0.017625421500471306,0.02492611012850886,0.0,0.0,0.017625421500471306,0.07682743115786345,0.2442250043490654,0.1142257864446973,0.05287626450141391,0.03941164060714018,0.0,0.0,0.030528125543633176,0.02492611012850886,0.03941164060714018,0.03941164060714018,0.09158437663089952,0.04317328917763455,0.017625421500471306,0.030528125543633176,0.0,0.0,0.017625421500471306,0.06594828855224269,0.17448277089956205,0.1735902700548616,0.18818800458556723,0.20096072451851357,0.03941164060714018,0.19862841274550344,0.14746485620258587,0.22913047950612694,0.23048229347359034,0.23712579453855073,0.2442250043490654,0.2505043065098757,0.24037870090938873,0.2338276395557048,0.3607833801688025,0.0863465783552691,0.04317328917763455,0.02492611012850886,0.0,0.0,0.0,0.02492611012850886,0.03525084300094261,0.04317328917763455,0.04317328917763455,0.04317328917763455,0.03941164060714018,0.0,0.0,0.0,0.0,0.02492611012850886,0.017625421500471306,0.1155776179542513,0.030528125543633176,0.1330690141804197,0.10427339980754757,0.11823492182142052,0.07050168600188522,0.06354936097161472,0.03941164060714018,0.03941164060714018
Hf,0.0,0.0,0.03679804533974595,0.052040294788288796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0780604421824332,0.0780604421824332,0.05818281835787089,0.0,0.0,0.0,0.0,0.0,0.04506821730708902,0.19120825244298942,0.25227468881919557,0.14012278202339898,0.09013643461417804,0.13768567816430285,0.0735960906794919,0.03679804533974595,0.052040294788288796,0.026020147394144398,0.0,0.052040294788288796,0.04506821730708902,0.0,0.0,0.0,0.0,0.0,0.026020147394144398,0.13267723930930275,0.38153025455236816,0.19297057773845983,0.09013643461417804,0.0,0.06884283908215143,0.04506821730708902,0.03679804533974595,0.026020147394144398,0.026020147394144398,0.03679804533974595,0.10077559752338357,0.026020147394144398,0.026020147394144398,0.0,0.0,0.0,0.052040294788288796,0.10077559752338357,0.13010073697072197,0.11341919298710863,0.11636563671574178,0.0,0.10077559752338357,0.05818281835787089,0.11923929502757466,0.12478824311408102,0.12478824311408102,0.12204530941042342,0.11923929502757466,0.11923929502757466,0.10408058957657759,0.1274721682953263,0.525581214208141,0.16039896095578046,0.052040294788288796,0.026020147394144398,0.0,0.026020147394144398,0.06373608414766314,0.026020147394144398,0.026020147394144398,0.026020147394144398,0.03679804533974595,0.03679804533974595,0.03679804533974595,0.0,0.0,0.0,0.0,0.0,0.13768567816430285,0.06373608414766314,0.1561208843648664,0.09735847670224711,0.1274721682953263,0.06884283908215143,0.052040294788288796,0.04506821730708902,0.026020147394144398
Ta,0.0,0.0,0.0,0.026090902514277467,0.0,0.026090902514277467,0.0,0.0,0.0,0.0,0.0,0.06390939808867849,0.04519076877005514,0.03689810819024548,0.0,0.026090902514277467,0.0,0.0,0.0,0.052181805028554934,0.13045451257138732,0.17887021585062152,0.20040802490559673,0.12512757274965097,0.11668206323248918,0.08250667815453064,0.04519076877005514,0.05834103161624459,0.03689810819024548,0.04519076877005514,0.026090902514277467,0.03689810819024548,0.0,0.03689810819024548,0.0,0.0,0.0,0.05834103161624459,0.0782727075428324,0.17887021585062152,0.36527263519988457,0.11372760740550676,0.0,0.06903003953400803,0.03689810819024548,0.03689810819024548,0.04519076877005514,0.026090902514277467,0.03689810819024548,0.05834103161624459,0.11069432457073643,0.03689810819024548,0.0,0.0,0.0,0.026090902514277467,0.06903003953400803,0.08653373408159869,0.05834103161624459,0.07379621638049096,0.0,0.07379621638049096,0.04519076877005514,0.07379621638049096,0.06903003953400803,0.0782727075428324,0.06903003953400803,0.0782727075428324,0.07379621638049096,0.06903003953400803,0.06390939808867849,0.1608351248091105,0.6848551296971984,0.09407208683835973,0.05834103161624459,0.052181805028554934,0.0782727075428324,0.06903003953400803,0.04519076877005514,0.0,0.03689810819024548,0.03689810819024548,0.052181805028554934,0.0,0.0,0.0,0.0,0.0,0.026090902514277467,0.06390939808867849,0.05834103161624459,0.08653373408159869,0.07379621638049096,0.08653373408159869,0.04519076877005514,0.04519076877005514,0.04519076877005514,0.0
W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03067138360658722,0.0,0.0,0.0,0.03067138360658722,0.04337588667318346,0.0,0.0,0.04337588667318346,0.0,0.0,0.0,0.0,0.06134276721317444,0.08114885338929313,0.12268553442634889,0.15025847908260703,0.08114885338929313,0.09699143118556543,0.0685832987083017,0.0685832987083017,0.0,0.04337588667318346,0.03067138360658722,0.0,0.0,0.03067138360658722,0.0,0.0,0.0,0.03067138360658722,0.04337588667318346,0.0685832987083017,0.12646135429379707,0.33176173884892757,0.03067138360658722,0.06134276721317444,0.03067138360658722,0.05312439474504422,0.04337588667318346,0.0,0.03067138360658722,0.06134276721317444,0.03067138360658722,0.11058724628297585,0.0,0.0,0.0,0.0,0.04337588667318346,0.05312439474504422,0.04337588667318346,0.03067138360658722,0.0,0.03067138360658722,0.03067138360658722,0.04337588667318346,0.04337588667318346,0.04337588667318346,0.04337588667318346,0.04337588667318346,0.04337588667318346,0.04337588667318346,0.04337588667318346,0.06134276721317444,0.11058724628297585,0.8027469302679162,0.1563939835188781,0.07512923954130352,0.04337588667318346,0.0685832987083017,0.04337588667318346,0.0,0.03067138360658722,0.0,0.0,0.03067138360658722,0.0,0.0,0.0,0.0,0.0,0.05312439474504422,0.03067138360658722,0.11878975791345149,0.0685832987083017,0.0685832987083017,0.03067138360658722,0.03067138360658722,0.03067138360658722,0.0
Re,0.0,0.0,0.0,0.03779644730092273,0.0,0.03779644730092273,0.0,0.0,0.0,0.0,0.0,0.05345224838248487,0.06546536707079771,0.03779644730092273,0.0,0.03779644730092273,0.0,0.0,0.0,0.0,0.05345224838248487,0.08451542547285167,0.06546536707079771,0.11338934190276817,0.14142135623730953,0.09258200997725514,0.07559289460184546,0.07559289460184546,0.0,0.0,0.0,0.05345224838248487,0.0,0.05345224838248487,0.0,0.0,0.0,0.0,0.03779644730092273,0.08451542547285167,0.11952286093343938,0.16035674514745463,0.1362770287738494,0.15583874449479593,0.08451542547285167,0.07559289460184546,0.0,0.0,0.0,0.1,0.1,0.08451542547285167,0.06546536707079771,0.0,0.0,0.0,0.0,0.05345224838248487,0.03779644730092273,0.0,0.0,0.03779644730092273,0.0,0.0,0.0,0.03779644730092273,0.0,0.0,0.0,0.0,0.0,0.03779644730092273,0.08451542547285167,0.19272482233188634,0.8097618697581936,0.16903085094570333,0.1,0.09258200997725514,0.07559289460184546,0.0,0.03779644730092273,0.05345224838248487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03779644730092273,0.03779644730092273,0.08451542547285167,0.03779644730092273,0.03779644730092273,0.0,0.0,0.0,0.0
